MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:88106	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	1		visual learning			IMP	MGI:2451291 	J:117414 	
MGI:88107	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	7		memory			IMP	MGI:3696954 	J:117414 	
MGI:88107	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	7		visual learning			IMP	MGI:3696954 	J:117414 	
MGI:1330848	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	5		learning			IMP		J:179412 	
MGI:104783	Atxn1	ataxin 1	13		learning			IMP		J:240674 	
MGI:104783	Atxn1	ataxin 1	13		memory			IMP		J:240674 	
MGI:104783	Atxn1	ataxin 1	13		visual learning			IMP	MGI:2181805 	J:48508 	
MGI:104783	Atxn1	ataxin 1	13		visual learning			IMP	MGI:2429435 	J:162235 	
MGI:3694797	Atxn1l	ataxin 1-like	8		learning			IMP		J:240674 	
MGI:3694797	Atxn1l	ataxin 1-like	8		memory			IMP		J:240674 	
MGI:88127	B2m	beta-2 microglobulin	2		learning or memory	happens in hippocampal formation		IMP		J:250585 	
MGI:88127	B2m	beta-2 microglobulin	2		learning or memory	is a part of aging,happens in hippocampal formation		IMP		J:228654 	
MGI:88127	B2m	beta-2 microglobulin	2		learning or memory			ISO	P61769 	J:164563 	
MGI:1858493	B4galt2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	4		memory			IMP	MGI:3849305 	J:149762 	
MGI:1858493	B4galt2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	4		visual learning			IMP	MGI:3849305 	J:149762 	
MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9		memory			TAS		J:239203 	
MGI:894278	Bche	butyrylcholinesterase	3		learning			ISO	RGD:619996 	J:155856 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		learning			ISO	RGD:2202 	J:155856 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		learning or memory	has the participant hippocampus		IMP	MGI:2176750 	J:91563 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		memory			IBA	PTN000173497 	J:265628 	
MGI:1917487	Bhlhb9	basic helix-loop-helix domain containing, class B9	X		learning or memory			IDA		J:205664 	
MGI:88190	Braf	Braf transforming gene	6		visual learning			IMP	MGI:3620008 MGI:3622450 	J:107042 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		short-term memory			IMP	MGI:5604542 	J:231288 	
MGI:2685946	Brsk1	BR serine/threonine kinase 1	7		associative learning			IMP		J:228521 	
MGI:1916625	Btbd9	BTB (POZ) domain containing 9	17		long-term memory			IMP	MGI:4127237 	J:187734 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		associative learning			IMP	MGI:3525505 	J:155952 	
MGI:1344400	C1ql1	complement component 1, q subcomponent-like 1	11		motor learning			IGI	MGI:2441837 	J:219706 	
MGI:103013	Cacna1c	calcium channel, voltage-dependent, L type, alpha 1C subunit	6		visual learning			IMP	MGI:2674114 	J:102188 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		visual learning			IMP	MGI:2179732 	J:68192 	
MGI:88248	Calb1	calbindin 1	4		long-term memory			ISO	P05937 	J:164563 	
MGI:88248	Calb1	calbindin 1	4		short-term memory			ISO	P05937 	J:164563 	
MGI:88258	Camk4	calcium/calmodulin-dependent protein kinase IV	18		long-term memory			ISO	Q16566 	J:164563 	
MGI:96544	Casp1	caspase 1	9		memory			ISO	RGD:2274 	J:155856 	
MGI:107739	Casp3	caspase 3	8		learning or memory			ISO	RGD:2275 	J:155856 	
MGI:88297	Cck	cholecystokinin	9		memory			ISO	RGD:2288 	J:155856 	
MGI:88297	Cck	cholecystokinin	9		visual learning			ISO	RGD:2288 	J:155856 	
MGI:88314	Ccnd2	cyclin D2	6		long-term memory			IMP	MGI:2180642 	J:199107 	
MGI:101765	Cdk5	cyclin-dependent kinase 5	5		associative learning			IMP		J:76252 	
MGI:101765	Cdk5	cyclin-dependent kinase 5	5		visual learning			IMP	MGI:3720892 MGI:3720937 	J:124046 	
MGI:88392	Chat	choline acetyltransferase	14		memory			ISO	RGD:1304627 	J:155856 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		long-term memory		PR:Q09XV5-1	IMP	MGI:6144040 	J:235128 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		associative learning			IGI	MGI:87891 	J:94667 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		associative learning			IMP	MGI:1888407 	J:98842 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		learning or memory	happens in hippocampal formation,is a part of response to amyloid-beta		IGI	CPX-1134 P05067 	J:239203 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		learning or memory	uses UniProtKB:P12023,happens at the same time as UBERON:0007222		IGI	P05067 	J:151080 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		learning or memory	uses UniProtKB:P12023,happens at the same time as UBERON:0018241		IGI	P05067 	J:157839 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		memory			IMP	MGI:1888407 	J:123663 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		memory			ISO	RGD:2348 	J:155856 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		associative learning			IGI	MGI:99779 	J:94667 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		conditioned taste aversion			IMP	MGI:1926253 	J:97341 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		learning			IMP	MGI:1926253 	J:97376 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		learning			ISO	P17787 	J:164563 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		memory			IMP	MGI:1926253 	J:23256 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		memory			ISO	P17787 	J:164563 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		visual learning			IMP	MGI:1926253 	J:53601 J:99880 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		visual learning			ISO	P17787 	J:164563 	
MGI:2138283	Chst10	carbohydrate sulfotransferase 10	1		learning			IMP	MGI:2388475 	J:79015 	
MGI:2138283	Chst10	carbohydrate sulfotransferase 10	1		long-term memory			IMP	MGI:2388475 	J:79015 	
MGI:1918972	Cic	capicua transcriptional repressor	7		learning			IMP		J:240674 	
MGI:1918972	Cic	capicua transcriptional repressor	7		memory			IMP		J:240674 	
MGI:107537	Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	7		associative learning			IMP	MGI:2388888 	J:98844 	
MGI:1349447	Cln8	CLN8 transmembrane ER and ERGIC protein	8		associative learning			IMP	MGI:1856959 	J:98844 	
MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4		learning or memory			ISO	RGD:2369 	J:155856 	
MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4		memory			ISO	RGD:2369 	J:155856 	
MGI:104518	Cntn2	contactin 2	1		learning			IMP	MGI:2181052 	J:142445 	
MGI:1914047	Cntnap2	contactin associated protein-like 2	6		learning			ISO	Q9UHC6 	J:164563 	
MGI:1914047	Cntnap2	contactin associated protein-like 2	6		vocal learning			ISO	Q9UHC6 	J:164563 	
MGI:88470	Comt	catechol-O-methyltransferase	16		learning			ISO	RGD:2379 	J:155856 	
MGI:88470	Comt	catechol-O-methyltransferase	16		short-term memory			ISO	RGD:2379 	J:155856 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		long-term memory			IMP		J:202741 J:223363 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		memory	happens in dentate gyrus		IMP		J:193188 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		memory			ISO	RGD:620218 	J:155856 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		visual learning			ISO	RGD:620218 	J:155856 	
MGI:88496	Crh	corticotropin releasing hormone	3		associative learning			ISO	RGD:620505 	J:155856 	
MGI:88496	Crh	corticotropin releasing hormone	3		learning or memory			ISO	RGD:620505 	J:155856 	
MGI:88498	Crhr1	corticotropin releasing hormone receptor 1	11		memory			ISO	RGD:61276 	J:155856 	
MGI:88498	Crhr1	corticotropin releasing hormone receptor 1	11		visual learning			ISO	RGD:61276 	J:155856 	
MGI:2142523	Crtc1	CREB regulated transcription coactivator 1	8		memory	happens in dentate gyrus		IMP		J:193188 	
MGI:1195966	Ctnnd2	catenin (cadherin associated protein), delta 2	15		learning			IMP	MGI:3056606 	J:93226 	
MGI:1932872	Ctns	cystinosis, nephropathic	11		long-term memory			IMP	MGI:2388945 	J:149574 	
MGI:1932872	Ctns	cystinosis, nephropathic	11		visual learning			IMP	MGI:2388945 	J:149574 	
MGI:107321	Cux2	cut-like homeobox 2	5		short-term memory			IMP		J:165046 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		memory			ISO	RGD:620137 	J:155856 	
MGI:104978	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	3		memory			ISO	RGD:2483 	J:155856 	
MGI:94864	Dbh	dopamine beta hydroxylase	2		associative learning			IMP	MGI:1857556 	J:41331 	
MGI:94864	Dbh	dopamine beta hydroxylase	2		memory			IMP	MGI:1857556 	J:41331 J:89376 	
MGI:94864	Dbh	dopamine beta hydroxylase	2		visual learning			IMP	MGI:1857556 	J:41331 	
MGI:94865	Dbi	diazepam binding inhibitor	1		learning or memory			IDA		J:123254 	
MGI:2652818	Dcdc2a	doublecortin domain containing 2a	13		visual learning			IMP	MGI:5288003 	J:188826 J:226731 	
MGI:1919358	Ddhd2	DDHD domain containing 2	8		visual learning			IMP	MGI:5662251 	J:216446 	
MGI:1858496	Deaf1	DEAF1, transcription factor	7		visual learning			IMP		J:211699 	
MGI:2443430	Dgki	diacylglycerol kinase, iota	6		habituation			IMP	MGI:3584141 	J:168713 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		learning or memory	happens at the same time as UBERON:0007222		IDA		J:241059 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		motor learning			IDA		J:225337 	
MGI:1914935	Dnaaf4	dynein axonemal assembly factor 4	9		learning or memory			IMP	MGI:5547587 	J:225195 	
MGI:1100864	Dnah11	dynein, axonemal, heavy chain 11	12		learning or memory			IMP	MGI:1856917 	J:166986 	
MGI:99578	Drd1	dopamine receptor D1	13		associative learning			IMP	MGI:1857158 	J:48769 	
MGI:99578	Drd1	dopamine receptor D1	13		associative learning			ISO	RGD:2518 	J:155856 	
MGI:99578	Drd1	dopamine receptor D1	13		conditioned taste aversion			IMP	MGI:1857158 	J:101069 	
MGI:99578	Drd1	dopamine receptor D1	13		habituation			IMP	MGI:1857158 	J:97339 	
MGI:99578	Drd1	dopamine receptor D1	13		learning			IMP	MGI:2159306 	J:96505 	
MGI:99578	Drd1	dopamine receptor D1	13		memory			IMP	MGI:1857158 	J:102603 	
MGI:99578	Drd1	dopamine receptor D1	13		operant conditioning			IMP	MGI:1857158 	J:107997 	
MGI:99578	Drd1	dopamine receptor D1	13		operant conditioning			ISO	RGD:2518 	J:155856 	
MGI:99578	Drd1	dopamine receptor D1	13		sensitization			IGI	MGI:94927 	J:103950 	
MGI:99578	Drd1	dopamine receptor D1	13		visual learning			IMP	MGI:1857158 	J:48769 J:102603 	
MGI:99578	Drd1	dopamine receptor D1	13		visual learning			IMP	MGI:1857159 	J:102600 	
MGI:99578	Drd1	dopamine receptor D1	13		visual learning			IMP	MGI:2159306 	J:96505 	
MGI:99578	Drd1	dopamine receptor D1	13		visual learning			ISO	RGD:2518 	J:155856 	
MGI:94924	Drd2	dopamine receptor D2	9		associative learning			IMP	MGI:1857875 	J:90593 	
MGI:94924	Drd2	dopamine receptor D2	9		associative learning			IMP	MGI:2388386 	J:77342 	
MGI:94924	Drd2	dopamine receptor D2	9		associative learning			IMP	MGI:2656648 	J:97757 	
MGI:94924	Drd2	dopamine receptor D2	9		long-term memory			ISO	RGD:2520 	J:155856 	
MGI:94924	Drd2	dopamine receptor D2	9		visual learning			IMP	MGI:2388386 	J:109223 	
MGI:94925	Drd3	dopamine receptor D3	16		visual learning			IMP	MGI:2388387 	J:109223 	
MGI:94926	Drd4	dopamine receptor D4	7		associative learning			ISO	RGD:2522 	J:155856 	
MGI:94926	Drd4	dopamine receptor D4	7		olfactory learning			ISO	RGD:2522 	J:155856 	
MGI:94926	Drd4	dopamine receptor D4	7		short-term memory			ISO	RGD:2522 	J:155856 	
MGI:94927	Drd5	dopamine receptor D5	5		associative learning			IMP	MGI:3528074 	J:114239 	
MGI:94927	Drd5	dopamine receptor D5	5		sensitization			IGI	MGI:99578 	J:103950 	
MGI:94927	Drd5	dopamine receptor D5	5		visual learning			ISO	RGD:2523 	J:155856 	
MGI:95294	Egfr	epidermal growth factor receptor	11		learning or memory			ISO	RGD:2543 	J:155856 	
MGI:95295	Egr1	early growth response 1	18		learning or memory			ISO	RGD:2544 	J:155856 	
MGI:95295	Egr1	early growth response 1	18		long-term memory			ISO	RGD:2544 	J:155856 	
MGI:2148922	Ehmt2	euchromatic histone lysine N-methyltransferase 2	17		long-term memory			ISO	RGD:1302972 	J:155856 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		learning			IMP		J:100646 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		long-term memory			IMP		J:100646 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		memory			IMP		J:102163 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		learning			IMP	MGI:3664094 	J:209618 	
MGI:95389	En1	engrailed 1	1		motor learning			IMP		J:117895 	
MGI:1276116	Ep300	E1A binding protein p300	15		learning or memory			IMP		J:156907 	
MGI:99611	Ephb2	Eph receptor B2	4		learning			IMP	MGI:2149765 	J:73508 	
MGI:99611	Ephb2	Eph receptor B2	4		learning or memory	happens in dentate gyrus		IGI	P05067 	J:167228 	
MGI:1341085	Epm2a	epilepsy, progressive myoclonic epilepsy, type 2 gene alpha	10		habituation			IMP	MGI:2182627 	J:76688 	
MGI:109392	Esr2	estrogen receptor 2 (beta)	12		learning or memory			ISO	RGD:2582 	J:155856 	
MGI:3614654	Fbxw7as1	F-box and WD-40 domain protein 7 antisense transcript 1	3		learning or memory			IMP	MGI:3623969 	J:145462 	
MGI:102779	Fen1	flap structure specific endonuclease 1	19		memory			ISO	RGD:621821 	J:155856 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		learning			IMP		J:186253 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		memory			IMP		J:186253 	
MGI:1927549	Foxb1	forkhead box B1	9		visual learning			IMP		J:100811 	
MGI:2676586	Foxo6	forkhead box O6	4		memory			IMP		J:191193 	
MGI:2148705	Foxp2	forkhead box P2	6		vocal learning			IMP	MGI:3584266 	J:99864 	
MGI:1313278	Fzd9	frizzled class receptor 9	5		learning or memory			IMP	MGI:3586504 	J:99893 	
MGI:95617	Gabra5	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5	7		associative learning			IMP	MGI:2183170 	J:77343 	
MGI:1914342	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2		learning or memory			ISO	P50440 	J:164563 	
MGI:1930008	Ghrl	ghrelin	6		visual learning			ISO	Q5Y391 	J:73065 	
MGI:2441906	Ghsr	growth hormone secretagogue receptor	3		learning or memory			ISO	RGD:621397 	J:155856 	
MGI:107504	Gip	gastric inhibitory polypeptide	11		memory			IDA		J:129288 	
MGI:99571	Glp1r	glucagon-like peptide 1 receptor	17		associative learning			ISO	RGD:2703 	J:155856 	
MGI:99571	Glp1r	glucagon-like peptide 1 receptor	17		learning or memory			IMP		J:85361 	
MGI:99571	Glp1r	glucagon-like peptide 1 receptor	17		learning or memory			ISO	RGD:2703 	J:155856 	
MGI:99571	Glp1r	glucagon-like peptide 1 receptor	17		memory			ISO	RGD:2703 	J:155856 	
MGI:95762	Gm2a	GM2 ganglioside activator protein	11		learning or memory			IMP	MGI:1861930 	J:41950 	
MGI:1927133	Gmfb	glia maturation factor, beta	14		learning			IMP	MGI:3056591 	J:92932 	
MGI:1927653	Gpr88	G-protein coupled receptor 88	3		motor learning			IMP		J:236208 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		long-term memory			IMP		J:82443 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		long-term memory			ISO	RGD:621531 	J:155856 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		associative learning			IMP	MGI:1928279 MGI:2387441 	J:77718 J:107692 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		associative learning			IMP	MGI:99578 	J:174588 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		conditioned taste aversion			IMP	MGI:1928279 MGI:3038374 	J:100903 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		learning	has the participant corpus striatum		IMP	MGI:3692441 	J:115299 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		learning or memory	has the participant hippocampus CA3,has the participant pyramidal neuron		IMP	MGI:1928279 MGI:2387441 	J:112944 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		long-term memory			IMP	MGI:1928279 MGI:2177650 	J:88689 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		memory			IMP	MGI:1928279 	J:60770 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		memory	has the participant dentate gyrus,has the participant granule cell		IMP	MGI:1928279 	J:122763 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		memory			IMP	MGI:1928279 MGI:2177650 	J:60730 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		olfactory learning			IMP	MGI:1928279 MGI:2177650 	J:60730 J:68059 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		visual learning			IGI	MGI:97306 	J:38703 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		visual learning			IMP	MGI:1928279 	J:108400 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		visual learning	has the participant hippocampus CA1,has the participant pyramidal neuron		IMP	MGI:1928279 	J:41316 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		visual learning			IMP	MGI:1928279 MGI:2177650 	J:37457 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		visual learning			IMP	MGI:1928283 MGI:1928284 	J:62289 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		visual learning	has the participant dentate gyrus		IMP	MGI:2448952 MGI:3611337 	J:119834 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		learning			IMP	MGI:1928285 	J:78374 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		learning			IMP	MGI:1928506 	J:103735 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		learning or memory			IMP		J:101085 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		learning or memory			IMP	MGI:1928285 	J:49227 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		memory			IMP	MGI:1928287 	J:45446 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		memory			ISO	RGD:2737 	J:155856 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		visual learning			IMP	MGI:1928285 	J:22295 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		associative learning			ISO	RGD:2738 	J:155856 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		learning			IDA		J:57250 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		learning			IMP	MGI:3701351 	J:119025 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		learning or memory			ISO	RGD:2738 	J:155856 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		learning or memory			TAS		J:114138 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		memory			IDA		J:57250 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		memory			IMP		J:114728 J:204131 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		memory			ISO	RGD:2738 	J:155856 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		sensitization			ISO	RGD:2738 	J:155856 	
MGI:1351341	Grm4	glutamate receptor, metabotropic 4	17		learning			IMP	MGI:1857980 	J:35793 	
MGI:1351342	Grm5	glutamate receptor, metabotropic 5	7		learning			IMP	MGI:1857437 	J:41096 	
MGI:1351342	Grm5	glutamate receptor, metabotropic 5	7		learning or memory	is a part of modulation of age-related behavioral decline,happens at the same time as aging		IGI	P12023 P49769 	J:201741 	
MGI:1351344	Grm7	glutamate receptor, metabotropic 7	6		associative learning			IMP	MGI:1857984 	J:109594 	
MGI:1351344	Grm7	glutamate receptor, metabotropic 7	6		conditioned taste aversion			IMP	MGI:1857984 	J:52411 	
MGI:1351344	Grm7	glutamate receptor, metabotropic 7	6		memory			IMP	MGI:1857984 	J:109594 J:114435 	
MGI:1351344	Grm7	glutamate receptor, metabotropic 7	6		short-term memory			IMP	MGI:1857984 	J:96176 	
MGI:95836	Grpr	gastrin releasing peptide receptor	X		learning or memory			ISO	RGD:2750 	J:155856 	
MGI:106918	Hif1a	hypoxia inducible factor 1, alpha subunit	12		visual learning			IMP	MGI:2677899 	J:85763 	
MGI:96159	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	13		visual learning			IGI	MGI:97306 	J:103961 	
MGI:107619	Hrh1	histamine receptor H1	6		memory			IMP	MGI:2182945 	J:119930 	
MGI:107619	Hrh1	histamine receptor H1	6		visual learning			IMP	MGI:2182945 	J:119930 	
MGI:108482	Hrh2	histamine receptor H2	13		memory			IMP	MGI:2182949 	J:119930 	
