MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87883	Acp5	acid phosphatase 5, tartrate resistant	9		defense response to Gram-positive bacterium	has the participant peritoneal cavity		IMP	MGI:2180086 	J:67213 	
MGI:87883	Acp5	acid phosphatase 5, tartrate resistant	9		response to lipopolysaccharide	happens in peritoneal macrophage		IMP	MGI:2180086 	J:67213 	
MGI:87884	Acr	acrosin prepropeptide	15		acrosome matrix dispersal			ISO	RGD:2024 	J:155856 	
MGI:87884	Acr	acrosin prepropeptide	15		acrosome reaction			IBA	PTN000665983 	J:265628 	
MGI:87884	Acr	acrosin prepropeptide	15		acrosome reaction			ISO	P10323 	J:164563 	
MGI:87884	Acr	acrosin prepropeptide	15		acrosome reaction			TAS		J:113961 	
MGI:87884	Acr	acrosin prepropeptide	15		binding of sperm to zona pellucida	has the participant sperm		IGI	MGI:1888530 MGI:96945 MGI:98785 	J:98301 	
MGI:87884	Acr	acrosin prepropeptide	15		penetration of zona pellucida	has the participant sperm		IGI	MGI:96945 	J:90008 	
MGI:87884	Acr	acrosin prepropeptide	15		penetration of zona pellucida	has the participant sperm		IMP	MGI:2180087 	J:21944 	
MGI:87884	Acr	acrosin prepropeptide	15		penetration of zona pellucida	has the participant sperm		IMP	MGI:2429958 	J:38658 	
MGI:87884	Acr	acrosin prepropeptide	15		penetration of zona pellucida			ISO	RGD:2024 	J:155856 	
MGI:87884	Acr	acrosin prepropeptide	15		single fertilization			IMP		J:98301 	
MGI:1859515	Acrbp	proacrosin binding protein	6		acrosome assembly			IMP		J:234286 	
MGI:1859515	Acrbp	proacrosin binding protein	6		fertilization			IMP		J:234286 	
MGI:1859515	Acrbp	proacrosin binding protein	6		spermatid development			IMP		J:234286 	
MGI:1859515	Acrbp	proacrosin binding protein	6		spermatid development			ISA	D16200 D16203 	J:71436 	
MGI:3587728	Acsbg2	acyl-CoA synthetase bubblegum family member 2	17		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		embryonic process involved in female pregnancy			IMP	MGI:2182854 	J:70023 	
MGI:87906	Actg1	actin, gamma, cytoplasmic 1	11		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1913963	Actr2	ARP2 actin-related protein 2	11		cellular response to interferon-gamma			IGI	MGI:1921367 	J:143718 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		cellular response to interferon-gamma			IGI	MGI:1913963 	J:143718 	
MGI:87911	Acvr1	activin A receptor, type 1	2		germ cell development	happens in primordial germ cell of yolk sac		IMP	MGI:1857711 	J:91660 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		positive regulation of trophoblast cell migration			ISO	P36896 	J:164563 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		negative regulation of trophoblast cell migration			ISO	Q8NER5 	J:164563 	
MGI:102806	Acvr2a	activin receptor IIA	2		penile erection			IMP	MGI:1861779 	J:115447 	
MGI:102806	Acvr2a	activin receptor IIA	2		sperm ejaculation			IMP	MGI:1861779 	J:115447 	
MGI:102806	Acvr2a	activin receptor IIA	2		spermatogenesis			IGI	MGI:1857434 MGI:1861779 	J:108808 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of penile erection	regulates a function/process that happens in penis		IMP	MGI:1857117 MGI:2683027 	J:135978 	
MGI:103258	Adad1	adenosine deaminase domain containing 1 (testis specific)	3		spermatid development	happens in spermatid		IMP	MGI:3574372 	J:96477 	
MGI:103258	Adad1	adenosine deaminase domain containing 1 (testis specific)	3		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:2429504	Adam1a	a disintegrin and metallopeptidase domain 1a	5		binding of sperm to zona pellucida			IMP	MGI:3052660 	J:92271 	
MGI:2429504	Adam1a	a disintegrin and metallopeptidase domain 1a	5		fusion of sperm to egg plasma membrane involved in single fertilization			NAS		J:30468 	
MGI:2429506	Adam1b	a disintegrin and metallopeptidase domain 1b	5		spermatogenesis			NAS		J:77933 	
MGI:1340894	Adam2	a disintegrin and metallopeptidase domain 2	14		single fertilization			IEA	IPR033958 	J:72247 	
MGI:102518	Adam3	a disintegrin and metallopeptidase domain 3 (cyritestin)	8		binding of sperm to zona pellucida			IDA		J:104348 	
MGI:102518	Adam3	a disintegrin and metallopeptidase domain 3 (cyritestin)	8		binding of sperm to zona pellucida			IMP	MGI:2156167 	J:92271 	
MGI:102518	Adam3	a disintegrin and metallopeptidase domain 3 (cyritestin)	8		fertilization			IMP		J:147330 	
MGI:102518	Adam3	a disintegrin and metallopeptidase domain 3 (cyritestin)	8		single fertilization			IGI	MGI:107472 MGI:2684974 	J:185714 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		positive regulation of innate immune response			IDA		J:172936 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		cellular response to lipopolysaccharide			ISO	Q13443 	J:164563 	
MGI:1333882	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	3		innate immune response			ISO	Q13444 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		defense response to Gram-positive bacterium			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		response to lipopolysaccharide			ISO	P78536 	J:164563 	
MGI:105986	Adam18	a disintegrin and metallopeptidase domain 18	8		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		prevention of polyspermy	has the participant sperm		IMP	MGI:4437125 	J:157046 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:1345157	Adam25	a disintegrin and metallopeptidase domain 25 (testase 2)	8		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	8		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:109249	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	16		ovulation from ovarian follicle			IMP	MGI:3574351 	J:96781 	
MGI:1347356	Adamts2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2	11		spermatogenesis	happens in testis		IMP	MGI:2388161 	J:69141 	
MGI:1339949	Adamts4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4	1		defense response to bacterium			IGI	MGI:1346321 	J:203149 	
MGI:1346321	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	16		defense response to bacterium			IGI	MGI:1339949 	J:203149 	
MGI:1916320	Adamts9	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	6		response to bacterium			IEP		J:190322 	
MGI:2429637	Adamts16	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16	13		male gamete generation			ISO	RGD:1310046 	J:155856 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		cellular response to virus	happens in lung		IDA		J:222665 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		defense response to virus		PR:Q99MU3-1	IMP	MGI:4941203 	J:169014 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		negative regulation of type I interferon-mediated signaling pathway			IMP	MGI:3828307 	J:142338 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		negative regulation of viral genome replication		PR:Q99MU3-1	IMP	MGI:4941203 	J:169014 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		positive regulation of viral genome replication			IMP		J:189981 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		positive regulation of viral genome replication			ISO	P55265 	J:164563 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		response to virus			ISO	P55265 	J:164563 	
MGI:891999	Adarb1	adenosine deaminase, RNA-specific, B1	10		positive regulation of viral genome replication			ISO	P78563 	J:164563 	
MGI:99675	Adcy3	adenylate cyclase 3	12		acrosome reaction			IMP		J:97802 	
MGI:99675	Adcy3	adenylate cyclase 3	12		single fertilization			IMP		J:97802 	
MGI:2660854	Adcy10	adenylate cyclase 10	1		spermatogenesis			IEA	IPR016577 	J:72247 	
MGI:108449	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1	6		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15		defense response to Gram-negative bacterium			IMP		J:169123 	
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	3		response to bacterium			IEP		J:190322 	
MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	3		response to lipopolysaccharide			IMP	MGI:3033711 	J:88337 	
MGI:87926	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	3		response to bacterium			ISO	P40394 	J:164563 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		response to bacterium			IEP		J:190322 	
MGI:108058	Adm	adrenomedullin	7		antibacterial humoral response			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		defense response to Gram-negative bacterium			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		defense response to Gram-positive bacterium			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		response to lipopolysaccharide			ISO	RGD:2047 	J:155856 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		female pregnancy			ISO	RGD:2056 	J:155856 	
MGI:87935	Adra2b	adrenergic receptor, alpha 2b	2		female pregnancy			ISO	RGD:2057 	J:155856 	
MGI:87936	Adra2c	adrenergic receptor, alpha 2c	5		female pregnancy			ISO	RGD:2058 	J:155856 	
MGI:1929289	Adrm1	adhesion regulating molecule 1	2		oogenesis			IMP		J:166694 	
MGI:1929289	Adrm1	adhesion regulating molecule 1	2		spermatid development			IMP		J:166694 	
MGI:1915298	Aen	apoptosis enhancing nuclease	7		defense response to virus			IBA	PTN000301084 	J:265628 	
MGI:1915298	Aen	apoptosis enhancing nuclease	7		negative regulation of viral genome replication			IBA	PTN000301084 	J:265628 	
MGI:2136171	Aff4	AF4/FMR2 family, member 4	11		spermatid development	happens in seminiferous tubule,happens in sperm		IMP	MGI:3586991 	J:100030 	
MGI:87951	Afp	alpha fetoprotein	5		ovulation from ovarian follicle			IMP	MGI:2388722 	J:79500 	
MGI:87951	Afp	alpha fetoprotein	5		sexual reproduction			IMP	MGI:2388722 	J:79500 	
MGI:1918244	Agbl4	ATP/GTP binding protein-like 4	4		defense response to virus			IMP		J:231311 	
MGI:2441745	Agbl5	ATP/GTP binding protein-like 5	5		defense response to virus			IMP		J:231311 	
MGI:1333754	Agfg1	ArfGAP with FG repeats 1	1		acrosome assembly			IMP	MGI:2182772 	J:72756 J:89391 	
MGI:1333754	Agfg1	ArfGAP with FG repeats 1	1		spermatid nucleus differentiation	happens in spermatid		IMP	MGI:2182772 	J:119295 	
MGI:1333754	Agfg1	ArfGAP with FG repeats 1	1		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of trophoblast cell migration			ISO	Q9UKV8 	J:164563 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		male meiotic nuclear division			IMP	MGI:5438526 	J:187588 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		ovarian follicle rupture	has the participant ovary follicle		IMP	MGI:1857122 	J:69609 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		cellular response to lipopolysaccharide			IMP		J:141184 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		defense response to bacterium			IGI	MGI:97849 	J:88357 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		defense response to bacterium			IMP	MGI:2156156 	J:88357 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		defense response to virus			IBA	PTN001419581 	J:265628 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		negative regulation of single stranded viral RNA replication via double stranded DNA intermediate			IBA	PTN001419581 	J:265628 	
MGI:2686159	Aim2	absent in melanoma 2	1		activation of innate immune response			IBA	PTN001385767 	J:265628 	
MGI:2686159	Aim2	absent in melanoma 2	1		activation of innate immune response			IDA		J:147175 	
MGI:2686159	Aim2	absent in melanoma 2	1		activation of innate immune response			ISO	O14862 	J:164563 	
MGI:2686159	Aim2	absent in melanoma 2	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2686159	Aim2	absent in melanoma 2	1		positive regulation of defense response to virus by host			IMP		J:146958 	
MGI:1926051	Ak7	adenylate kinase 7	12		spermatogenesis	happens in epididymis|happens in seminiferous tubule		IMP	MGI:5431002 	J:186062 	
MGI:1928488	Akap8	A kinase (PRKA) anchor protein 8	17		cellular response to lipopolysaccharide			IMP		J:230622 	
MGI:1928488	Akap8	A kinase (PRKA) anchor protein 8	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2178217	Akap9	A kinase (PRKA) anchor protein (yotiao) 9	5		spermatogenesis	happens in seminiferous tubule		IMP	MGI:3050560 	J:198499 	
MGI:2178217	Akap9	A kinase (PRKA) anchor protein (yotiao) 9	5		spermatogenesis	happens in seminiferous tubule		IMP	MGI:3512933 	J:198499 	
MGI:2178217	Akap9	A kinase (PRKA) anchor protein (yotiao) 9	5		spermatogenesis	happens in seminiferous tubule		IMP	MGI:3512933 MGI:4362642 	J:198499 	
MGI:1889364	Akirin2	akirin 2	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1889364	Akirin2	akirin 2	4		response to lipopolysaccharide			IMP	MGI:3796163 	J:130487 	
MGI:2145420	Akr1c18	aldo-keto reductase family 1, member C18	13		parturition			IMP	MGI:3527218 	J:95560 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		germ cell development			IDA		J:78328 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		lipopolysaccharide-mediated signaling pathway			IDA		J:215205 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		maternal placenta development			IMP	MGI:2675202 	J:85181 	
MGI:87994	Aldoa	aldolase A, fructose-bisphosphate	7		binding of sperm to zona pellucida			ISO	P04075 	J:164563 	
MGI:2144489	Alkbh5	alkB homolog 5, RNA demethylase	11		spermatogenesis			IMP		J:194218 J:258382 	
MGI:1934606	Alms1	ALMS1, centrosome and basal body associated	6		ovulation	has the participant ovary		IMP	MGI:3621984 	J:110068 	
MGI:1934606	Alms1	ALMS1, centrosome and basal body associated	6		spermatid development	happens in seminiferous tubule		IMP	MGI:3699224 	J:118221 	
MGI:1934606	Alms1	ALMS1, centrosome and basal body associated	6		spermatid development	happens in testis,happens in spermatid		IMP	MGI:3621984 	J:110068 	
MGI:1918731	Alpk1	alpha-kinase 1	3		cytoplasmic pattern recognition receptor signaling pathway			IMP		J:264436 	
MGI:1918731	Alpk1	alpha-kinase 1	3		cytoplasmic pattern recognition receptor signaling pathway			ISO	Q96QP1 	J:164563 	
MGI:1918731	Alpk1	alpha-kinase 1	3		innate immune response			IMP		J:264436 	
MGI:1918731	Alpk1	alpha-kinase 1	3		innate immune response			ISO	Q96QP1 	J:164563 	
MGI:1918731	Alpk1	alpha-kinase 1	3		response to bacterium			IEP		J:190322 	
MGI:88006	Amh	anti-Mullerian hormone	10		preantral ovarian follicle growth			ISO	RGD:2108 	J:155856 	
MGI:88019	Amy1	amylase 1, salivary	3		response to bacterium			IEP		J:190322 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antibacterial humoral response			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antibacterial humoral response			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antifungal humoral response			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antifungal humoral response			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		defense response to Gram-positive bacterium			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		defense response to Gram-positive bacterium			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		innate immune response			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		innate immune response			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		response to yeast			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		response to yeast			ISO	P03950 	J:164563 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		antibacterial humoral response			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		cellular response to lipopolysaccharide	happens in paneth cell of epithelium of small intestine	UniProtKB:Q3TMQ6:PRO_0000415440	IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		defense response to bacterium			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		innate immune response			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		response to bacterium			IEP		J:190322 	
MGI:1921733	Ankhd1	ankyrin repeat and KH domain containing 1	18		innate immune response			IBA	PTN001506277 	J:265628 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		cellular response to lipopolysaccharide	happens in metanephric glomerular visceral epithelial cell		IDA		J:177255 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		cellular response to lipopolysaccharide			ISO	Q15327 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		defense response to bacterium			ISO	O75179 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		innate immune response			IBA	PTN001506277 	J:265628 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		innate immune response			ISO	O75179 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		positive regulation of MDA-5 signaling pathway			ISO	O75179 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		positive regulation of RIG-I signaling pathway			ISO	O75179 	J:164563 	
MGI:1930842	Ankrd49	ankyrin repeat domain 49	9		spermatogenesis			IEA	KW-0744 	J:60000 	
MGI:96819	Anxa1	annexin A1	19		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88246	Anxa2	annexin A2	9		catabolism by host of symbiont protein			IBA	PTN000052598 	J:265628 	
MGI:88246	Anxa2	annexin A2	9		catabolism by host of symbiont protein			ISO	P07355 	J:164563 	
MGI:88246	Anxa2	annexin A2	9		negative regulation by host of symbiont molecular function			IBA	PTN000052598 	J:265628 	
MGI:88246	Anxa2	annexin A2	9		negative regulation by host of symbiont molecular function			ISO	P07355 	J:164563 	
MGI:88246	Anxa2	annexin A2	9		negative regulation of development of symbiont involved in interaction with host			IBA	PTN000052598 	J:265628 	
MGI:88246	Anxa2	annexin A2	9		negative regulation of development of symbiont involved in interaction with host			ISO	P07355 	J:164563 	
MGI:88246	Anxa2	annexin A2	9		positive regulation by host of viral process			IBA	PTN000052598 	J:265628 	
MGI:88246	Anxa2	annexin A2	9		positive regulation of viral life cycle			IBA	PTN000052598 	J:265628 	
MGI:1201378	Anxa3	annexin A3	5		defense response to bacterium			ISO	P12429 	J:164563 	
MGI:1923711	Anxa9	annexin A9	3		catabolism by host of symbiont protein			IBA	PTN000052598 	J:265628 	
MGI:1923711	Anxa9	annexin A9	3		negative regulation by host of symbiont molecular function			IBA	PTN000052598 	J:265628 	
MGI:1923711	Anxa9	annexin A9	3		negative regulation of development of symbiont involved in interaction with host			IBA	PTN000052598 	J:265628 	
MGI:1923711	Anxa9	annexin A9	3		positive regulation by host of viral process			IBA	PTN000052598 	J:265628 	
MGI:1923711	Anxa9	annexin A9	3		positive regulation of viral life cycle			IBA	PTN000052598 	J:265628 	
