MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2156057	Dclre1b	DNA cross-link repair 1B	3		double-strand break repair via nonhomologous end joining			IBA	PTN000581728 	J:265628 	
MGI:2156057	Dclre1b	DNA cross-link repair 1B	3		interstrand cross-link repair			IBA	PTN000581728 	J:265628 	
MGI:2156057	Dclre1b	DNA cross-link repair 1B	3		interstrand cross-link repair			ISO	Q9H816 	J:164563 	
MGI:2156057	Dclre1b	DNA cross-link repair 1B	3		nucleotide-excision repair			ISA	AF241240 	J:62832 	
MGI:2441769	Dclre1c	DNA cross-link repair 1C	2		DNA repair			IEA	KW-0234 	J:60000 	
MGI:2441769	Dclre1c	DNA cross-link repair 1C	2		double-strand break repair			IMP		J:94764 	
MGI:2441769	Dclre1c	DNA cross-link repair 1C	2		double-strand break repair via nonhomologous end joining			IBA	PTN000581728 	J:265628 	
MGI:2441769	Dclre1c	DNA cross-link repair 1C	2		interstrand cross-link repair			IBA	PTN000581728 	J:265628 	
MGI:1202384	Ddb1	damage specific DNA binding protein 1	19		DNA repair			IEA	IPR031297 	J:72247 	
MGI:1202384	Ddb1	damage specific DNA binding protein 1	19		DNA repair			IEA	KW-0234 	J:60000 	
MGI:1202384	Ddb1	damage specific DNA binding protein 1	19		nucleotide-excision repair			IBA	PTN000068363 	J:265628 	
MGI:1202384	Ddb1	damage specific DNA binding protein 1	19		UV-damage excision repair			ISO	Q16531 	J:164563 	
MGI:1355314	Ddb2	damage specific DNA binding protein 2	2		DNA repair			IBA	PTN000389377 	J:265628 	
MGI:1355314	Ddb2	damage specific DNA binding protein 2	2		pyrimidine dimer repair			IMP	MGI:3511965 	J:95633 	
MGI:1355314	Ddb2	damage specific DNA binding protein 2	2		UV-damage excision repair			ISO	Q92466 	J:164563 	
MGI:2144727	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	12		double-strand break repair			ISO	Q92499 	J:164563 	
MGI:2443590	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	17		DNA repair			IEA	KW-0234 	J:60000 	
MGI:2443590	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	17		positive regulation of double-strand break repair			ISO	Q96FC9 	J:164563 	
MGI:1926209	Dek	DEK oncogene (DNA binding)	13		regulation of double-strand break repair			IBA	PTN000336336 	J:265628 	
MGI:1926209	Dek	DEK oncogene (DNA binding)	13		regulation of double-strand break repair			ISO	P35659 	J:73065 	
MGI:1926209	Dek	DEK oncogene (DNA binding)	13		regulation of double-strand break repair via nonhomologous end joining	regulates a function/process that happens in fibroblast		IMP	MGI:3838711 	J:183050 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		positive regulation of DNA repair			ISO	Q08211 	J:164563 	
MGI:1913483	Dmap1	DNA methyltransferase 1-associated protein 1	4		DNA repair			IEA	IPR027109 	J:72247 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		DNA recombinase assembly			IBA	PTN001415033 	J:265628 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		DNA repair			IEA	IPR020588 	J:72247 	
MGI:2443732	Dna2	DNA replication helicase/nuclease 2	10		base-excision repair			ISO	P51530 	J:164563 	
MGI:2443732	Dna2	DNA replication helicase/nuclease 2	10		DNA double-strand break processing			ISO	P51530 	J:164563 	
MGI:2443732	Dna2	DNA replication helicase/nuclease 2	10		DNA repair			IEA	KW-0234 	J:60000 	
MGI:2443732	Dna2	DNA replication helicase/nuclease 2	10		mitochondrial DNA repair			ISO	P51530 	J:164563 	
MGI:98659	Dntt	deoxynucleotidyltransferase, terminal	19		base-excision repair			IBA	PTN000138690 	J:265628 	
MGI:98659	Dntt	deoxynucleotidyltransferase, terminal	19		double-strand break repair via nonhomologous end joining			IBA	PTN000138687 	J:265628 	
MGI:2143886	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	10		DNA repair			IBA	PTN000485246 	J:265628 	
MGI:1924093	Dtl	denticleless E3 ubiquitin protein ligase	1		translesion synthesis			ISO	Q9NZJ0 	J:164563 	
MGI:2656973	Dtx3l	deltex 3-like, E3 ubiquitin ligase	16		DNA repair			IEA	KW-0234 	J:60000 	
MGI:2656973	Dtx3l	deltex 3-like, E3 ubiquitin ligase	16		double-strand break repair			ISO	Q8TDB6 	J:164563 	
MGI:2656973	Dtx3l	deltex 3-like, E3 ubiquitin ligase	16		positive regulation of double-strand break repair via nonhomologous end joining			ISO	Q8TDB6 	J:164563 	
MGI:1914734	Eepd1	endonuclease/exonuclease/phosphatase family domain containing 1	9		DNA repair			IEA	IPR003583 	J:72247 	
MGI:95294	Egfr	epidermal growth factor receptor	11		positive regulation of DNA repair			ISO	P00533 	J:164563 	
MGI:1913591	Eid3	EP300 interacting inhibitor of differentiation 3	10		DNA repair			IBA	PTN000414206 	J:265628 	
MGI:3576783	Eme1	essential meiotic structure-specific endonuclease 1	11		DNA repair			IEA	IPR033310 	J:72247 	
MGI:3576783	Eme1	essential meiotic structure-specific endonuclease 1	11		DNA repair			IEA	KW-0234 	J:60000 	
MGI:3576783	Eme1	essential meiotic structure-specific endonuclease 1	11		double-strand break repair			IBA	PTN001078409 	J:265628 	
MGI:1919889	Eme2	essential meiotic structure-specific endonuclease subunit 2	17		DNA repair			IEA	IPR033310 	J:72247 	
MGI:1919889	Eme2	essential meiotic structure-specific endonuclease subunit 2	17		DNA repair			IEA	KW-0234 	J:60000 	
MGI:1919889	Eme2	essential meiotic structure-specific endonuclease subunit 2	17		double-strand break repair			IBA	PTN001078409 	J:265628 	
MGI:1924203	Emsy	EMSY, BRCA2-interacting transcriptional repressor	7		DNA repair			IEA	KW-0234 	J:60000 	
MGI:2444688	Endov	endonuclease V	11		DNA repair			IDA		J:172888 	
MGI:1278321	Epc2	enhancer of polycomb homolog 2	2		DNA repair			IEA	KW-0234 	J:60000 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		DNA repair	happens in testis,happens in male germ cell		IMP	MGI:2158940 	J:80586 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		DNA repair			ISO	P07992 	J:218236 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		double-strand break repair	happens in spermatocyte		IMP	MGI:2158940 MGI:3617449 	J:130019 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		double-strand break repair	happens in fibroblast		IMP	MGI:2183944 	J:91596 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7	NOT	double-strand break repair	happens in epiblast cell		IMP	MGI:2183944 	J:72856 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		double-strand break repair via nonhomologous end joining			ISO	P07992 	J:164563 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		interstrand cross-link repair	happens in fibroblast		IMP		J:200022 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		meiotic mismatch repair			IBA	PTN000297520 	J:265628 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		nucleotide-excision repair	happens in fibroblast		IMP	MGI:2183944 	J:15422 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		nucleotide-excision repair			ISO	P07992 	J:9239 J:73065 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		nucleotide-excision repair, DNA incision, 3'-to lesion			ISO	P07992 	J:164563 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		nucleotide-excision repair, DNA incision, 5'-to lesion			IBA	PTN000297520 	J:265628 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		nucleotide-excision repair, DNA incision, 5'-to lesion			ISO	P07992 	J:164563 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		pyrimidine dimer repair by nucleotide-excision repair	happens in epiblast cell		IMP		J:56965 	
