MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15		postsynaptic actin cytoskeleton organization			ISO	RGD:1305608 	J:155856 	
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15		regulation of synapse assembly			ISO	RGD:1305608 	J:155856 	
MGI:2451244	Adgrb2	adhesion G protein-coupled receptor B2	4		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2441837	Adgrb3	adhesion G protein-coupled receptor B3	1		maintenance of synapse structure	happens in cerebellum molecular layer		IMP	MGI:5708584 	J:219706 	
MGI:2441837	Adgrb3	adhesion G protein-coupled receptor B3	1		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1347095	Adgre5	adhesion G protein-coupled receptor E5	8		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1924846	Adgrf1	adhesion G protein-coupled receptor F1	17		synapse assembly	happens in neuron		IMP	MGI:4362398 	J:240496 	
MGI:1929461	Adgrl1	adhesion G protein-coupled receptor L1	8		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1929461	Adgrl1	adhesion G protein-coupled receptor L1	8		positive regulation of synapse maturation			ISO	RGD:620768 	J:155856 	
MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	3		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	3		synapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:246190 	
MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	3		synapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:246190 	
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	5		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	5		synapse assembly			IBA	PTN000245509 	J:265628 	
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	5		synapse assembly			IMP		J:224730 	
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	5		synapse organization	happens in glutamatergic synapse,happens in UBERON:0001950		IDA		J:211177 	
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	5		synapse organization	happens in glutamatergic synapse,happens in UBERON:0001950		IMP		J:211177 	
MGI:1338758	Adnp	activity-dependent neuroprotective protein	2		positive regulation of synapse assembly			ISO	RGD:71030 	J:155856 	
MGI:1314653	Afdn	afadin, adherens junction formation factor	17		positive regulation of dendritic spine morphogenesis			ISO	RGD:708561 	J:155856 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		neuromuscular junction development	has the participant gastrocnemius muscle,has the participant muscle cell		IMP	MGI:1856984 	J:106411 	
MGI:87961	Agrn	agrin	4		neuromuscular junction development			IBA	PTN002471729 	J:265628 	
MGI:87961	Agrn	agrin	4		neuromuscular junction development	has the participant cell of skeletal muscle		IGI	MGI:103581 MGI:1339975 MGI:94941 	J:78399 	
MGI:87961	Agrn	agrin	4		positive regulation of synaptic growth at neuromuscular junction			IMP		J:55407 	
MGI:87961	Agrn	agrin	4		regulation of synapse organization			ISO	RGD:2067 	J:155856 	
MGI:87961	Agrn	agrin	4		regulation of synaptic growth at neuromuscular junction		PR:M0QWP1	IMP	MGI:2136176 	J:64996 	
MGI:87961	Agrn	agrin	4		skeletal muscle acetylcholine-gated channel clustering			ISO	RGD:2067 	J:155856 	
MGI:87961	Agrn	agrin	4		synapse assembly			ISO	RGD:2067 	J:155856 	
MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	1		neuromuscular junction development	has the participant gastrocnemius muscle		IMP	MGI:3612978 	J:104446 	
MGI:2653612	Amigo1	adhesion molecule with Ig like domain 1	3		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2145995	Amigo2	adhesion molecule with Ig like domain 2	15		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2444854	Amigo3	adhesion molecule with Ig like domain 3	9		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2139135	Anapc2	anaphase promoting complex subunit 2	2		positive regulation of synapse maturation			IDA		J:172950 	
MGI:88026	Ank3	ankyrin 3, epithelial	10		synapse organization			IMP	MGI:2179751 	J:93895 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		synapse organization	happens in neuromuscular junction		IDA		J:263434 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		synapse organization	happens in Schaffer collateral - CA1 synapse		IDA		J:263434 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		synapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:263434 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		synapse organization	happens in neuromuscular junction		IMP		J:263434 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		synapse organization	happens in Schaffer collateral - CA1 synapse		IMP		J:263434 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		synapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:263434 	
MGI:88057	Apoe	apolipoprotein E	7		AMPA glutamate receptor clustering			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		negative regulation of dendritic spine maintenance			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		negative regulation of postsynaptic membrane organization			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		NMDA glutamate receptor clustering			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		positive regulation of dendritic spine maintenance			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		positive regulation of presynaptic membrane organization			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		regulation of synapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:235715 	
MGI:88057	Apoe	apolipoprotein E	7		regulation of synapse organization	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:235715 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		regulation of dendritic spine maintenance			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		regulation of presynapse assembly			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		synapse organization			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		synaptic growth at neuromuscular junction	has the participant sterno-mastoid,has the participant motor neuron		IGI	MGI:88047 	J:98108 	
MGI:88067	Arc	activity regulated cytoskeletal-associated protein	15		regulation of dendritic spine morphogenesis			ISO	RGD:62037 	J:155856 	
MGI:99431	Arf1	ADP-ribosylation factor 1	11		dendritic spine organization			ISO	RGD:621270 	J:155856 	
MGI:99431	Arf1	ADP-ribosylation factor 1	11		postsynaptic actin cytoskeleton organization			ISO	RGD:621270 	J:155856 	
MGI:99433	Arf4	ADP-ribosylation factor 4	14		regulation of postsynapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:192108 	
MGI:99433	Arf4	ADP-ribosylation factor 4	14		regulation of postsynapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:192108 	
MGI:99433	Arf4	ADP-ribosylation factor 4	14		regulation of synapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:192108 	
MGI:99433	Arf4	ADP-ribosylation factor 4	14		regulation of synapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:192108 	
MGI:99435	Arf6	ADP-ribosylation factor 6	12		maintenance of postsynaptic density structure			ISO	RGD:621279 	J:155856 	
MGI:99435	Arf6	ADP-ribosylation factor 6	12		regulation of presynapse assembly			ISO	RGD:621279 	J:155856 	
MGI:2443418	Arhgap22	Rho GTPase activating protein 22	14		regulation of postsynapse organization			ISO	Q7Z5H3 	J:164563 	
MGI:2673998	Arhgap33	Rho GTPase activating protein 33	7		regulation of dendritic spine morphogenesis			ISO	RGD:2318374 	J:155856 	
MGI:107858	Arhgap39	Rho GTPase activating protein 39	15		postsynapse organization			ISO	Q9C0H5 	J:164563 	
MGI:2144423	Arhgap44	Rho GTPase activating protein 44	11		modification of dendritic spine			IBA	PTN000716326 	J:265628 	
MGI:2144423	Arhgap44	Rho GTPase activating protein 44	11		modification of dendritic spine	happens in hippocampal neuron		IMP		J:198646 	
MGI:2144423	Arhgap44	Rho GTPase activating protein 44	11		modification of postsynaptic structure	happens in hippocampal formation		IDA		J:198646 	
MGI:2144423	Arhgap44	Rho GTPase activating protein 44	11		regulation of dendritic spine morphogenesis			IBA	PTN000716326 	J:265628 	
MGI:2144423	Arhgap44	Rho GTPase activating protein 44	11		regulation of dendritic spine morphogenesis	regulates a function/process that happens in hippocampal neuron		IMP		J:213034 	
MGI:1860493	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)	8		postsynaptic actin cytoskeleton organization			ISO	RGD:620624 	J:155856 	
MGI:1860493	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)	8		presynaptic actin cytoskeleton organization			ISO	RGD:620624 	J:155856 	
MGI:2442233	Arhgef9	CDC42 guanine nucleotide exchange factor (GEF) 9	X		regulation of postsynaptic specialization assembly	happens in GABA-ergic synapse,happens in brain		IDA		J:124926 	
MGI:2442233	Arhgef9	CDC42 guanine nucleotide exchange factor (GEF) 9	X		regulation of postsynaptic specialization assembly	happens in GABA-ergic synapse,happens in brain		IMP		J:124926 	
MGI:3045246	Arhgef15	Rho guanine nucleotide exchange factor (GEF) 15	11		negative regulation of synapse maturation			IMP		J:167914 	
MGI:1100867	Asic2	acid-sensing (proton-gated) ion channel 2	11		positive regulation of synapse assembly	regulates a function/process that happens in hippocampus		IMP	MGI:2180111 	J:150806 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		synapse organization	happens in cerebellum molecular layer,has the participant Purkinje cell|happens in cerebellum molecular layer,has the participant CNS neuron (sensu Vertebrata)		IMP	MGI:1857092 	J:13355 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		modification of synaptic structure, modulating synaptic transmission	happens in Schaffer collateral - CA1 synapse		IDA		J:144939 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		modification of synaptic structure, modulating synaptic transmission	happens in Schaffer collateral - CA1 synapse		IMP		J:144939 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		positive regulation of dendritic spine morphogenesis			ISO	RGD:619814 	J:155856 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		regulation of modification of postsynaptic actin cytoskeleton			ISO	RGD:619814 	J:155856 	
MGI:1096385	Bcan	brevican	3		synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:256086 	
MGI:1096385	Bcan	brevican	3		synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:256086 	
MGI:1096385	Bcan	brevican	3		synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IPI		J:256086 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		positive regulation of synapse assembly			ISO	P23560 	J:164563 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		synapse assembly			ISO	P23560 	J:164563 	
MGI:1917487	Bhlhb9	basic helix-loop-helix domain containing, class B9	X		positive regulation of dendritic spine morphogenesis	happens in cerebral cortex|happens in UBERON:0001954		IDA		J:205664 	
MGI:1917487	Bhlhb9	basic helix-loop-helix domain containing, class B9	X		positive regulation of synapse assembly	happens in cerebral cortex|happens in UBERON:0001954		IDA		J:205664 	
MGI:1277955	Bsn	bassoon	9		presynaptic active zone assembly			ISO	RGD:2223 	J:155856 	
MGI:1277955	Bsn	bassoon	9		synapse assembly			IEA	IPR030627 	J:72247 	
MGI:1277955	Bsn	bassoon	9		synapse organization			ISO	RGD:2223 	J:155856 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		complement-mediated synapse pruning	is a part of vertebrate eye-specific patterning,is a part of neuron remodeling,happens in dorsal lateral geniculate nucleus		IMP		J:137589 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		synapse organization	happens in hippocampal formation		IGI	CPX-1180 	J:269645 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		synapse pruning	happens in frontal cortex,is caused by the action of ComplexPortal:CPX-1180|happens in hippocampal formation,is caused by the action of ComplexPortal:CPX-1180		IGI	P14106 Q02105 	J:269645 	
MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4		synapse pruning	happens in frontal cortex,is caused by the action of ComplexPortal:CPX-1180|happens in hippocampal formation,is caused by the action of ComplexPortal:CPX-1180		IGI	P98086 Q02105 	J:269645 	
MGI:88225	C1qc	complement component 1, q subcomponent, C chain	4		synapse pruning	happens in frontal cortex,is caused by the action of ComplexPortal:CPX-1180|happens in hippocampal formation,is caused by the action of ComplexPortal:CPX-1180		IGI	P14106 P98086 	J:269645 	
MGI:1344400	C1ql1	complement component 1, q subcomponent-like 1	11		maintenance of synapse structure	happens in cerebellum molecular layer		IMP	MGI:5708580 	J:219706 	
MGI:2387350	C1ql3	C1q-like 3	2		regulation of synapse organization	regulates a function/process that has the participant hippocampus,regulates a function/process that has the participant CNS neuron (sensu Vertebrata)		IDA		J:169094 	
MGI:88227	C3	complement component 3	17		complement-mediated synapse pruning	is a part of vertebrate eye-specific patterning,is a part of neuron remodeling,happens in dorsal lateral geniculate nucleus		IMP		J:137589 	
MGI:88232	C5ar1	complement component 5a receptor 1	7		presynapse organization	happens in hippocampal formation		IGI	P05067 	J:151661 	
MGI:1352750	Cabp1	calcium binding protein 1	5		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:261692 	
MGI:1352750	Cabp1	calcium binding protein 1	5		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:261692 	
MGI:1352750	Cabp1	calcium binding protein 1	5		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IPI		J:261692 	
MGI:109482	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	8		synapse assembly	happens in cerebellum,happens in Purkinje cell		IMP	MGI:1856211 	J:55268 	
MGI:109482	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	8		synapse assembly	happens in cerebellum,happens in Purkinje cell		IMP	MGI:2181384 	J:90116 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		neuromuscular junction development			IMP	MGI:1856326 	J:6592 J:7295 J:7296 	
MGI:1929813	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	9		neuromuscular junction development			IMP	MGI:1856022 	J:121463 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		neuromuscular junction development			IBA	PTN000930213 	J:265628 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		neuromuscular junction development			IBA	PTN000930213 	J:265628 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15		neuromuscular junction development			IBA	PTN000930213 	J:265628 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		neuromuscular junction development			IBA	PTN000930213 	J:265628 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		neuromuscular junction development			IMP	MGI:1856936 	J:121463 	
MGI:1316660	Cacng2	calcium channel, voltage-dependent, gamma subunit 2	15		neuromuscular junction development			IMP	MGI:1856548 	J:121463 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		maintenance of postsynaptic specialization structure	happens in Schaffer collateral - CA1 synapse		IDA		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		maintenance of postsynaptic specialization structure	happens in hippocampal formation		IDA		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		maintenance of postsynaptic specialization structure	happens in hippocampal formation		IMP		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		maintenance of postsynaptic specialization structure	happens in Schaffer collateral - CA1 synapse		IMP		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:78720 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:78720 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly			IDA		J:78720 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly	happens in hippocampal formation		IDA		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly	happens in Schaffer collateral - CA1 synapse		IDA		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly	happens in hippocampal formation		IMP		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly	happens in Schaffer collateral - CA1 synapse		IMP		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synaptic membrane adhesion	happens in forebrain		IDA		J:263432 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synaptic membrane adhesion	happens in forebrain		IPI		J:263432 	
MGI:2151253	Calca	calcitonin/calcitonin-related polypeptide, alpha	7	NOT	neuromuscular junction development	has the participant skeletal musculature	PR:Q99JA0-1	IMP	MGI:2148538 	J:57708 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		positive regulation of synapse structural plasticity			ISO	Q14012 	J:164563 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		regulation of synapse organization			ISO	RGD:629473 	J:155856 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of dendritic spine morphogenesis			ISO	RGD:2262 	J:155856 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of synapse maturation			ISO	RGD:2262 	J:155856 	
MGI:2384296	Camkv	CaM kinase-like vesicle-associated	9		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:242635 	
MGI:2384296	Camkv	CaM kinase-like vesicle-associated	9		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:242635 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		positive regulation of dendritic spine morphogenesis			IMP		J:168380 	
MGI:2448541	Caprin2	caprin family member 2	6		positive regulation of dendritic spine morphogenesis			IMP		J:168380 	
MGI:1309489	Cask	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	X		positive regulation of dendritic spine morphogenesis			ISO	RGD:62004 	J:155856 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		positive regulation of synapse assembly	regulates a function/process that happens in cerebral cortex,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IDA		J:171950 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		positive regulation of synapse assembly	regulates a function/process that happens in cerebral cortex,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IGI	MGI:1096391 	J:171950 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in cerebellum		IDA		J:159100 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in cerebellum		IMP		J:159100 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IDA		J:159100 J:177327 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:177327 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IMP		J:159100 J:177327 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:177327 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		positive regulation of synapse assembly	regulates a function/process that happens in cerebral cortex,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IDA		J:171950 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IDA		J:177327 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:177327 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IMP		J:177327 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		regulation of presynapse assembly	happens in hippocampal formation,happens in glutamatergic synapse		IMP		J:177327 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IPI		J:177327 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IPI		J:177327 	
MGI:1859866	Cdc20	cell division cycle 20	4		positive regulation of synapse maturation			IDA		J:172950 	
MGI:106211	Cdc42	cell division cycle 42	4		dendritic spine morphogenesis			IMP		J:239194 	
MGI:106211	Cdc42	cell division cycle 42	4		modification of synaptic structure			IBA	PTN000633069 	J:265628 	
MGI:106211	Cdc42	cell division cycle 42	4		modification of synaptic structure			ISO	RGD:71043 	J:155856 	
MGI:106211	Cdc42	cell division cycle 42	4		positive regulation of synapse structural plasticity			ISO	RGD:71043 	J:155856 	
MGI:106211	Cdc42	cell division cycle 42	4		regulation of modification of postsynaptic structure			ISO	RGD:71043 	J:155856 	
MGI:88354	Cdh1	cadherin 1	8		synapse assembly			IBA	PTN000616413 	J:265628 	
MGI:88354	Cdh1	cadherin 1	8		synapse assembly			ISO	RGD:69279 	J:155856 	
MGI:88355	Cdh2	cadherin 2	18		neuroligin clustering involved in postsynaptic membrane assembly	happens in hippocampal pyramidal neuron,happens in hippocampus CA3		IMP		J:161278 	
MGI:88355	Cdh2	cadherin 2	18		regulation of postsynaptic density protein 95 clustering	happens in neuron		IMP		J:161278 	
MGI:88355	Cdh2	cadherin 2	18		synapse assembly			IBA	PTN001167473 	J:265628 	
MGI:88355	Cdh2	cadherin 2	18		synapse assembly			ISO	RGD:69280 	J:155856 	
MGI:107434	Cdh8	cadherin 8	8		regulation of synapse organization	happens in retina		IDA		J:214586 	
MGI:107434	Cdh8	cadherin 8	8		regulation of synapse organization	happens in retina		IMP		J:214586 	
MGI:107433	Cdh9	cadherin 9	15		synapse assembly	happens in hippocampal mossy fiber to CA3 synapse		IDA		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synapse assembly	happens in hippocampal mossy fiber to CA3 synapse		IMP		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synapse assembly			ISO	RGD:1308343 	J:155856 	
MGI:107433	Cdh9	cadherin 9	15		synaptic membrane adhesion	happens in hippocampal mossy fiber to CA3 synapse		IDA		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synaptic membrane adhesion	happens in hippocampal mossy fiber to CA3 synapse		IMP		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synaptic membrane adhesion			ISO	RGD:1308343 	J:155856 	
MGI:101765	Cdk5	cyclin-dependent kinase 5	5		regulation of dendritic spine morphogenesis			IMP		J:117343 	
